Year,Month,Day,Count
15,09,02,800
15,09,03,875
15,09,04,815
15,09,05,765
15,09,06,818
15,09,07,808
15,09,08,717
15,09,09,711
15,09,10,658
15,09,11,691
15,09,12,724
15,09,13,734
15,09,14,790
15,09,15,811
15,09,16,766
15,09,17,717
15,09,18,791
15,09,19,792
15,09,20,811
15,09,21,735
15,09,22,776
15,09,23,831
15,09,24,716
15,09,25,808
15,09,26,792
15,09,27,801
15,09,28,753
15,09,29,669
15,09,30,678
15,10,01,885
15,10,02,799
15,10,03,708
15,10,04,653
15,10,05,755
15,10,06,752
15,10,07,718
15,10,08,701
15,10,09,794
15,10,10,727
15,10,11,735
15,10,12,730
15,10,13,741
15,10,14,764
15,10,15,816
15,10,16,733
15,10,17,706
15,10,18,676
15,10,19,788
15,10,20,785
15,10,21,794
15,10,22,773
15,10,23,777
15,10,24,765
15,10,25,728
15,10,26,781
15,10,27,651
15,10,28,682
15,10,29,669
15,10,30,776
15,10,31,721
15,11,01,991
15,11,02,785
15,11,03,749
15,11,04,791
15,11,05,754
15,11,06,747
15,11,07,691
15,11,08,705
15,11,09,684
15,11,10,640
15,11,11,686
15,11,12,693
15,11,13,679
15,11,14,696
15,11,15,722
15,11,16,744
15,11,17,667
15,11,18,683
15,11,19,696
15,11,20,713
15,11,21,528
15,11,22,520
15,11,23,650
15,11,24,607
15,11,25,619
15,11,26,589
15,11,27,613
15,11,28,657
15,11,29,612
15,11,30,666
15,12,01,790
15,12,02,716
15,12,03,710
15,12,04,700
15,12,05,707
15,12,06,687
15,12,07,689
15,12,08,732
15,12,09,685
15,12,10,690
15,12,11,742
15,12,12,752
15,12,13,650
15,12,14,739
15,12,15,793
15,12,16,722
15,12,17,727
15,12,18,653
15,12,19,666
15,12,20,693
15,12,21,649
15,12,22,694
15,12,23,753
15,12,24,675
15,12,25,498
15,12,26,640
15,12,27,627
15,12,28,516
15,12,29,624
15,12,30,603
15,12,31,610
16,01,01,1140
16,01,02,576
16,01,03,618
16,01,04,626
16,01,05,627
16,01,06,626
16,01,07,706
16,01,08,742
16,01,09,649
16,01,10,597
16,01,11,513
16,01,12,548
16,01,13,653
16,01,14,734
16,01,15,733
16,01,16,651
16,01,17,537
16,01,18,515
16,01,19,610
16,01,20,619
16,01,21,633
16,01,22,700
16,01,23,721
16,01,24,674
16,01,25,743
16,01,26,640
16,01,27,669
16,01,28,751
16,01,29,746
16,01,30,742
16,01,31,665
16,02,01,851
16,02,02,614
16,02,03,681
16,02,04,670
16,02,05,660
16,02,06,695
16,02,07,616
16,02,08,570
16,02,09,545
16,02,10,565
16,02,11,582
16,02,12,646
16,02,13,597
16,02,14,514
16,02,15,552
16,02,16,625
16,02,17,641
16,02,18,680
16,02,19,775
16,02,20,702
16,02,21,706
16,02,22,639
16,02,23,630
16,02,24,578
16,02,25,699
16,02,26,739
16,02,27,691
16,02,28,622
16,02,29,646
16,03,01,816
16,03,02,607
16,03,03,616
16,03,04,702
16,03,05,699
16,03,06,714
16,03,07,794
16,03,08,723
16,03,09,679
16,03,10,715
16,03,11,733
16,03,12,744
16,03,13,628
16,03,14,683
16,03,15,713
16,03,16,745
16,03,17,738
16,03,18,790
16,03,19,699
16,03,20,685
16,03,21,698
16,03,22,722
16,03,23,686
16,03,24,677
16,03,25,716
16,03,26,735
16,03,27,631
16,03,28,741
16,03,29,739
16,03,30,716
16,03,31,754
16,04,01,825
16,04,02,651
16,04,03,706
16,04,04,660
16,04,05,675
16,04,06,660
16,04,07,742
16,04,08,625
16,04,09,689
16,04,10,704
16,04,11,676
16,04,12,700
16,04,13,714
16,04,14,690
16,04,15,811
16,04,16,734
16,04,17,708
16,04,18,737
16,04,19,703
16,04,20,689
16,04,21,714
16,04,22,728
16,04,23,692
16,04,24,755
16,04,25,758
16,04,26,692
16,04,27,660
16,04,28,731
16,04,29,718
16,04,30,604
16,05,01,819
16,05,02,756
16,05,03,736
16,05,04,682
16,05,05,697
16,05,06,794
16,05,07,741
16,05,08,728
16,05,09,730
16,05,10,712
16,05,11,758
16,05,12,690
16,05,13,808
16,05,14,723
16,05,15,738
16,05,16,782
16,05,17,691
16,05,18,799
16,05,19,763
16,05,20,804
16,05,21,792
16,05,22,750
16,05,23,782
16,05,24,803
16,05,25,719
16,05,26,765
16,05,27,800
16,05,28,791
16,05,29,798
16,05,30,819
16,05,31,756
16,06,01,930
16,06,02,800
16,06,03,822
16,06,04,827
16,06,05,777
16,06,06,792
16,06,07,754
16,06,08,744
16,06,09,725
16,06,10,765
16,06,11,815
16,06,12,850
16,06,13,794
16,06,14,835
16,06,15,789
16,06,16,819
16,06,17,829
16,06,18,763
16,06,19,811
16,06,20,857
16,06,21,824
16,06,22,749
16,06,23,801
16,06,24,807
16,06,25,812
16,06,26,774
16,06,27,771
16,06,28,767
16,06,29,804
16,06,30,847
16,07,01,959
16,07,02,756
16,07,03,782
16,07,04,846
16,07,05,895
16,07,06,742
16,07,07,789
16,07,08,790
16,07,09,729
16,07,10,760
16,07,11,701
16,07,12,780
16,07,13,726
16,07,14,768
16,07,15,845
16,07,16,780
16,07,17,789
16,07,18,799
16,07,19,791
16,07,20,824
16,07,21,784
16,07,22,791
16,07,23,813
16,07,24,790
16,07,25,827
16,07,26,877
16,07,27,795
16,07,28,774
16,07,29,801
16,07,30,927
16,07,31,813
16,08,01,876
16,08,02,791
16,08,03,772
16,08,04,793
16,08,05,862
16,08,06,828
16,08,07,838
16,08,08,803
16,08,09,725
16,08,10,722
16,08,11,852
16,08,12,745
16,08,13,826
16,08,14,842
16,08,15,842
16,08,16,816
16,08,17,862
16,08,18,767
16,08,19,793
16,08,20,844
16,08,21,786
16,08,22,728
16,08,23,752
16,08,24,823
16,08,25,770
16,08,26,803
16,08,27,819
16,08,28,805
16,08,29,881
16,08,30,755
16,08,31,779
16,09,01,1031
16,09,02,798
16,09,03,830
16,09,04,779
16,09,05,821
16,09,06,761
16,09,07,723
16,09,08,793
16,09,09,818
16,09,10,767
16,09,11,758
16,09,12,793
16,09,13,786
16,09,14,820
16,09,15,823
16,09,16,806
16,09,17,834
16,09,18,781
16,09,19,712
16,09,20,792
16,09,21,731
16,09,22,831
16,09,23,842
16,09,24,833
16,09,25,809
16,09,26,764
16,09,27,735
16,09,28,634
16,09,29,702
16,09,30,772
16,10,01,858
16,10,02,707
16,10,03,771
16,10,04,743
16,10,05,804
16,10,06,753
16,10,07,863
16,10,08,715
16,10,09,682
16,10,10,722
16,10,11,697
16,10,12,745
16,10,13,693
16,10,14,821
16,10,15,822
16,10,16,789
16,10,17,817
16,10,18,774
16,10,19,712
16,10,20,717
16,10,21,760
16,10,22,773
16,10,23,785
16,10,24,769
16,10,25,735
16,10,26,698
16,10,27,729
16,10,28,802
16,10,29,831
16,10,30,786
16,10,31,867
16,11,01,906
16,11,02,749
16,11,03,783
16,11,04,783
16,11,05,821
16,11,06,753
16,11,07,736
16,11,08,644
16,11,09,680
16,11,10,723
16,11,11,797
16,11,12,780
16,11,13,660
16,11,14,670
16,11,15,712
16,11,16,769
16,11,17,810
16,11,18,794
16,11,19,676
16,11,20,663
16,11,21,683
16,11,22,722
16,11,23,699
16,11,24,534
16,11,25,689
16,11,26,718
16,11,27,693
16,11,28,693
16,11,29,698
16,11,30,697
16,12,01,817
16,12,02,833
16,12,03,758
16,12,04,594
16,12,05,675
16,12,06,688
16,12,07,660
16,12,08,606
16,12,09,667
16,12,10,612
16,12,11,512
16,12,12,629
16,12,13,573
16,12,14,610
16,12,15,579
16,12,16,695
16,12,17,613
16,12,18,526
16,12,19,660
16,12,20,693
16,12,21,728
16,12,22,702
16,12,23,728
16,12,24,604
16,12,25,487
16,12,26,647
16,12,27,663
16,12,28,722
16,12,29,647
16,12,30,742
16,12,31,704
17,01,01,1187
17,01,02,613
17,01,03,717
17,01,04,612
17,01,05,610
17,01,06,600
17,01,07,618
17,01,08,589
17,01,09,713
17,01,10,705
17,01,11,661
17,01,12,644
17,01,13,799
17,01,14,685
17,01,15,656
17,01,16,652
17,01,17,704
17,01,18,706
17,01,19,738
17,01,20,783
17,01,21,786
17,01,22,742
17,01,23,789
17,01,24,735
17,01,25,748
17,01,26,674
17,01,27,784
17,01,28,729
17,01,29,633
17,01,30,756
17,01,31,733
17,02,01,843
17,02,02,670
17,02,03,668
17,02,04,638
17,02,05,695
17,02,06,762
17,02,07,692
17,02,08,666
17,02,09,668
17,02,10,744
17,02,11,704
17,02,12,677
17,02,13,718
17,02,14,711
17,02,15,673
17,02,16,671
17,02,17,828
17,02,18,745
17,02,19,674
17,02,20,710
17,02,21,678
17,02,22,702
17,02,23,653
17,02,24,660
17,02,25,598
17,02,26,576
17,02,27,633
17,02,28,631
17,03,01,737
17,03,02,628
17,03,03,673
17,03,04,633
17,03,05,661
17,03,06,683
17,03,07,681
17,03,08,667
17,03,09,676
17,03,10,665
17,03,11,657
17,03,12,553
17,03,13,541
17,03,14,472
17,03,15,606
17,03,16,667
17,03,17,709
17,03,18,674
17,03,19,604
17,03,20,694
17,03,21,649
17,03,22,647
17,03,23,665
17,03,24,778
17,03,25,695
17,03,26,702
17,03,27,722
17,03,28,673
17,03,29,670
17,03,30,690
17,03,31,777
17,04,01,825
17,04,02,690
17,04,03,694
17,04,04,712
17,04,05,633
17,04,06,668
17,04,07,703
17,04,08,695
17,04,09,761
17,04,10,682
17,04,11,703
17,04,12,726
17,04,13,665
17,04,14,773
17,04,15,817
17,04,16,686
17,04,17,752
17,04,18,735
17,04,19,758
17,04,20,713
17,04,21,814
17,04,22,701
17,04,23,703
17,04,24,736
17,04,25,757
17,04,26,758
17,04,27,716
17,04,28,832
17,04,29,615
17,04,30,656
17,05,01,860
17,05,02,689
17,05,03,739
17,05,04,741
17,05,05,797
17,05,06,713
17,05,07,629
17,05,08,705
17,05,09,707
17,05,10,663
17,05,11,734
17,05,12,847
17,05,13,724
17,05,14,712
17,05,15,870
17,05,16,747
17,05,17,834
17,05,18,775
17,05,19,776
17,05,20,664
17,05,21,791
17,05,22,795
17,05,23,737
17,05,24,761
17,05,25,763
17,05,26,767
17,05,27,800
17,05,28,705
17,05,29,768
17,05,30,814
17,05,31,738
17,06,01,881
17,06,02,841
17,06,03,823
17,06,04,820
17,06,05,736
17,06,06,824
17,06,07,787
17,06,08,769
17,06,09,816
17,06,10,784
17,06,11,813
17,06,12,740
17,06,13,807
17,06,14,769
17,06,15,823
17,06,16,835
17,06,17,825
17,06,18,786
17,06,19,745
17,06,20,802
17,06,21,786
17,06,22,819
17,06,23,777
17,06,24,819
17,06,25,797
17,06,26,787
17,06,27,771
17,06,28,707
17,06,29,776
17,06,30,778
17,07,01,930
17,07,02,780
17,07,03,863
17,07,04,796
17,07,05,858
17,07,06,778
17,07,07,758
17,07,08,759
17,07,09,822
17,07,10,779
17,07,11,769
17,07,12,690
17,07,13,818
17,07,14,798
17,07,15,888
17,07,16,812
17,07,17,843
17,07,18,791
17,07,19,768
17,07,20,760
17,07,21,757
17,07,22,755
17,07,23,842
17,07,24,781
17,07,25,849
17,07,26,752
17,07,27,790
17,07,28,851
17,07,29,800
17,07,30,818
17,07,31,792
17,08,01,957
17,08,02,774
17,08,03,848
17,08,04,924
17,08,05,927
17,08,06,865
17,08,07,773
17,08,08,768
17,08,09,769
17,08,10,790
17,08,11,765
17,08,12,812
17,08,13,730
17,08,14,815
17,08,15,795
17,08,16,795
17,08,17,768
17,08,18,859
17,08,19,892
17,08,20,775
17,08,21,754
17,08,22,780
17,08,23,747
17,08,24,801
17,08,25,772
17,08,26,780
17,08,27,755
17,08,28,688
17,08,29,724
17,08,30,787
17,08,31,735
17,09,01,918
17,09,02,770
17,09,03,757
17,09,04,716
17,09,05,704
17,09,06,648
17,09,07,728
17,09,08,702
17,09,09,735
17,09,10,739
17,09,11,691
17,09,12,726
17,09,13,706
17,09,14,734
17,09,15,808
17,09,16,826
17,09,17,812
17,09,18,772
17,09,19,708
17,09,20,827
17,09,21,806
17,09,22,797
17,09,23,830
17,09,24,810
17,09,25,820
17,09,26,748
17,09,27,725
17,09,28,716
17,09,29,809
17,09,30,745
17,10,01,850
17,10,02,752
17,10,03,738
17,10,04,742
17,10,05,747
17,10,06,748
17,10,07,711
17,10,08,717
17,10,09,746
17,10,10,703
17,10,11,617
17,10,12,765
17,10,13,768
17,10,14,647
17,10,15,639
17,10,16,761
17,10,17,719
17,10,18,774
17,10,19,772
17,10,20,848
17,10,21,814
17,10,22,738
17,10,23,739
17,10,24,688
17,10,25,714
17,10,26,753
17,10,27,818
17,10,28,716
17,10,29,696
17,10,30,708
17,10,31,757
17,11,01,818
17,11,02,722
17,11,03,789
17,11,04,754
17,11,05,773
17,11,06,717
17,11,07,677
17,11,08,758
17,11,09,654
17,11,10,678
17,11,11,688
17,11,12,665
17,11,13,718
17,11,14,698
17,11,15,708
17,11,16,763
17,11,17,738
17,11,18,696
17,11,19,690
17,11,20,762
17,11,21,672
17,11,22,655
17,11,23,543
17,11,24,683
17,11,25,714
17,11,26,664
17,11,27,773
17,11,28,783
17,11,29,771
17,11,30,750
17,12,01,912
17,12,02,757
17,12,03,675
17,12,04,809
17,12,05,710
17,12,06,712
17,12,07,625
17,12,08,735
17,12,09,659
17,12,10,664
17,12,11,739
17,12,12,684
17,12,13,700
17,12,14,718
17,12,15,766
17,12,16,772
17,12,17,729
17,12,18,726
17,12,19,763
17,12,20,704
17,12,21,747
17,12,22,784
17,12,23,713
17,12,24,502
17,12,25,394
17,12,26,524
17,12,27,523
17,12,28,601
17,12,29,574
17,12,30,621
17,12,31,541
18,01,01,918
18,01,02,559
18,01,03,574
18,01,04,601
18,01,05,663
18,01,06,585
18,01,07,533
18,01,08,619
18,01,09,652
18,01,10,718
18,01,11,700
18,01,12,706
18,01,13,617
18,01,14,564
18,01,15,528
18,01,16,614
18,01,17,649
18,01,18,626
18,01,19,708
18,01,20,729
18,01,21,717
18,01,22,724
18,01,23,718
18,01,24,613
18,01,25,641
18,01,26,763
18,01,27,754
18,01,28,671
18,01,29,652
18,01,30,635
18,01,31,708
18,02,01,733
18,02,02,674
18,02,03,627
18,02,04,512
18,02,05,542
18,02,06,588
18,02,07,542
18,02,08,556
18,02,09,505
18,02,10,534
18,02,11,537
18,02,12,572
18,02,13,642
18,02,14,660
18,02,15,698
18,02,16,662
18,02,17,604
18,02,18,586
18,02,19,625
18,02,20,644
18,02,21,639
18,02,22,677
18,02,23,671
18,02,24,681
18,02,25,655
18,02,26,625
18,02,27,691
18,02,28,646
18,03,01,822
18,03,02,691
18,03,03,664
18,03,04,648
18,03,05,664
18,03,06,653
18,03,07,656
18,03,08,660
18,03,09,745
18,03,10,683
18,03,11,618
18,03,12,661
18,03,13,638
18,03,14,664
18,03,15,690
18,03,16,702
18,03,17,777
18,03,18,688
18,03,19,659
18,03,20,712
18,03,21,688
18,03,22,670
18,03,23,752
18,03,24,648
18,03,25,676
18,03,26,696
18,03,27,673
18,03,28,689
18,03,29,629
18,03,30,704
18,03,31,690
18,04,01,730
18,04,02,674
18,04,03,605
18,04,04,698
18,04,05,671
18,04,06,695
18,04,07,635
18,04,08,617
18,04,09,661
18,04,10,712
18,04,11,769
18,04,12,751
18,04,13,781
18,04,14,689
18,04,15,602
18,04,16,733
18,04,17,699
18,04,18,626
18,04,19,724
18,04,20,803
18,04,21,677
18,04,22,698
18,04,23,716
18,04,24,713
18,04,25,750
18,04,26,733
18,04,27,772
18,04,28,679
18,04,29,725
18,04,30,789
18,05,01,1003
18,05,02,789
18,05,03,742
18,05,04,814
18,05,05,853
18,05,06,712
18,05,07,804
18,05,08,803
18,05,09,791
18,05,10,779
18,05,11,729
18,05,12,698
18,05,13,689
18,05,14,788
18,05,15,743
18,05,16,759
18,05,17,793
18,05,18,799
18,05,19,759
18,05,20,761
18,05,21,714
18,05,22,796
18,05,23,781
18,05,24,819
18,05,25,804
18,05,26,853
18,05,27,882
18,05,28,888
18,05,29,874
18,05,30,847
18,05,31,841
18,06,01,1008
18,06,02,819
18,06,03,835
18,06,04,790
18,06,05,751
18,06,06,815
18,06,07,767
18,06,08,774
18,06,09,816
18,06,10,731
18,06,11,747
18,06,12,793
18,06,13,750
18,06,14,755
18,06,15,839
18,06,16,824
18,06,17,829
18,06,18,844
18,06,19,795
18,06,20,889
18,06,21,667
18,06,22,723
18,06,23,839
18,06,24,868
18,06,25,854
18,06,26,795
18,06,27,825
18,06,28,822
18,06,29,780
18,06,30,867
18,07,01,970
18,07,02,860
18,07,03,826
18,07,04,829
18,07,05,841
18,07,06,889
18,07,07,831
18,07,08,824
18,07,09,802
18,07,10,810
18,07,11,737
18,07,12,798
18,07,13,819
18,07,14,788
18,07,15,812
18,07,16,783
18,07,17,744
18,07,18,840
18,07,19,778
18,07,20,821
18,07,21,800
18,07,22,795
18,07,23,846
18,07,24,798
18,07,25,807
18,07,26,801
18,07,27,800
18,07,28,807
18,07,29,776
18,07,30,782
18,07,31,830
18,08,01,933
18,08,02,852
18,08,03,891
18,08,04,902
18,08,05,860
18,08,06,802
18,08,07,785
18,08,08,792
18,08,09,768
18,08,10,856
18,08,11,859
18,08,12,842
18,08,13,823
18,08,14,829
18,08,15,796
18,08,16,837
18,08,17,810
18,08,18,910
18,08,19,793
18,08,20,747
18,08,21,722
18,08,22,850
18,08,23,728
18,08,24,790
18,08,25,836
18,08,26,794
18,08,27,824
18,08,28,802
18,08,29,749
18,08,30,820
18,08,31,832
18,09,01,980
18,09,02,832
18,09,03,776
18,09,04,819
18,09,05,717
18,09,06,740
18,09,07,729
18,09,08,790
18,09,09,664
18,09,10,716
18,09,11,691
18,09,12,714
18,09,13,687
18,09,14,870
18,09,15,806
18,09,16,819
18,09,17,786
18,09,18,737
18,09,19,762
18,09,20,829
18,09,21,825
18,09,22,799
18,09,23,735
18,09,24,796
18,09,25,751
18,09,26,751
18,09,27,707
18,09,28,791
18,09,29,732
18,09,30,740
18,10,01,911
18,10,02,717
18,10,03,676
18,10,04,697
18,10,05,654
18,10,06,726
18,10,07,718
18,10,08,741
18,10,09,746
18,10,10,724
18,10,11,678
18,10,12,705
18,10,13,743
18,10,14,702
18,10,15,705
18,10,16,667
18,10,17,689
18,10,18,722
18,10,19,766
18,10,20,805
18,10,21,644
18,10,22,715
18,10,23,735
18,10,24,804
18,10,25,720
18,10,26,828
18,10,27,788
18,10,28,715
18,10,29,723
18,10,30,764
18,10,31,885
18,11,01,931
18,11,02,785
18,11,03,782
18,11,04,685
18,11,05,707
18,11,06,763
18,11,07,685
18,11,08,673
18,11,09,718
18,11,10,650
18,11,11,648
18,11,12,687
18,11,13,610
18,11,14,639
18,11,15,692
18,11,16,733
18,11,17,669
18,11,18,629
18,11,19,638
18,11,20,699
18,11,21,741
18,11,22,541
18,11,23,749
18,11,24,697
18,11,25,574
18,11,26,561
18,11,27,637
18,11,28,714
18,11,29,674
18,11,30,751
18,12,01,810
18,12,02,711
18,12,03,770
18,12,04,722
18,12,05,711
18,12,06,719
18,12,07,747
18,12,08,739
18,12,09,690
18,12,10,715
18,12,11,671
18,12,12,759
18,12,13,712
18,12,14,792
18,12,15,744
18,12,16,750
18,12,17,712
18,12,18,715
18,12,19,740
18,12,20,788
18,12,21,801
18,12,22,759
18,12,23,637
18,12,24,609
18,12,25,448
18,12,26,627
18,12,27,627
18,12,28,724
18,12,29,696
18,12,30,670
18,12,31,648
19,01,01,1024
19,01,02,652
19,01,03,751
19,01,04,767
19,01,05,791
19,01,06,663
19,01,07,676
19,01,08,700
19,01,09,629
19,01,10,686
19,01,11,784
19,01,12,671
19,01,13,572
19,01,14,635
19,01,15,695
19,01,16,699
19,01,17,653
19,01,18,666
19,01,19,520
19,01,20,493
19,01,21,555
19,01,22,623
19,01,23,661
19,01,24,607
19,01,25,585
19,01,26,531
19,01,27,522
19,01,28,521
19,01,29,494
19,01,30,341
19,01,31,458
19,02,01,765
19,02,02,720
19,02,03,594
19,02,04,734
19,02,05,652
19,02,06,634
19,02,07,670
19,02,08,642
19,02,09,756
19,02,10,638
19,02,11,624
19,02,12,664
19,02,13,642
19,02,14,741
19,02,15,739
19,02,16,676
19,02,17,617
19,02,18,589
19,02,19,607
19,02,20,631
19,02,21,696
19,02,22,711
19,02,23,646
19,02,24,547
19,02,25,595
19,02,26,608
19,02,27,648
19,02,28,594
19,03,01,746
19,03,02,661
19,03,03,551
19,03,04,544
19,03,05,540
19,03,06,627
19,03,07,609
19,03,08,717
19,03,09,617
19,03,10,612
19,03,11,700
19,03,12,627
19,03,13,688
19,03,14,674
19,03,15,735
19,03,16,766
19,03,17,610
19,03,18,651
19,03,19,641
19,03,20,690
19,03,21,689
19,03,22,708
19,03,23,690
19,03,24,648
19,03,25,638
19,03,26,672
19,03,27,696
19,03,28,683
19,03,29,674
19,03,30,664
19,03,31,636
19,04,01,781
19,04,02,658
19,04,03,680
19,04,04,662
19,04,05,704
19,04,06,742
19,04,07,703
19,04,08,744
19,04,09,693
19,04,10,659
19,04,11,748
19,04,12,778
19,04,13,753
19,04,14,536
19,04,15,720
19,04,16,707
19,04,17,691
19,04,18,627
19,04,19,649
19,04,20,730
19,04,21,646
19,04,22,735
19,04,23,742
19,04,24,702
19,04,25,765
19,04,26,760
19,04,27,629
19,04,28,605
19,04,29,716
19,04,30,728
19,05,01,802
19,05,02,698
19,05,03,791
19,05,04,699
19,05,05,778
19,05,06,787
19,05,07,700
19,05,08,759
19,05,09,736
19,05,10,797
19,05,11,696
19,05,12,631
19,05,13,789
19,05,14,719
19,05,15,763
19,05,16,740
19,05,17,776
19,05,18,758
19,05,19,775
19,05,20,808
19,05,21,727
19,05,22,772
19,05,23,772
19,05,24,846
19,05,25,874
19,05,26,826
19,05,27,747
19,05,28,747
19,05,29,737
19,05,30,744
19,05,31,831
19,06,01,912
19,06,02,733
19,06,03,706
19,06,04,769
19,06,05,788
19,06,06,741
19,06,07,823
19,06,08,888
19,06,09,804
19,06,10,798
19,06,11,775
19,06,12,714
19,06,13,700
19,06,14,805
19,06,15,830
19,06,16,720
19,06,17,751
19,06,18,716
19,06,19,802
19,06,20,732
19,06,21,779
19,06,22,825
19,06,23,808
19,06,24,810
19,06,25,783
19,06,26,797
19,06,27,750
19,06,28,846
19,06,29,863
19,06,30,804
19,07,01,900
19,07,02,769
19,07,03,803
19,07,04,800
19,07,05,890
19,07,06,815
19,07,07,774
19,07,08,830
19,07,09,743
19,07,10,836
19,07,11,764
19,07,12,786
19,07,13,892
19,07,14,788
19,07,15,821
19,07,16,754
19,07,17,802
19,07,18,759
19,07,19,801
19,07,20,826
19,07,21,774
19,07,22,791
19,07,23,786
19,07,24,745
19,07,25,799
19,07,26,816
19,07,27,825
19,07,28,831
19,07,29,815
19,07,30,776
19,07,31,713
19,08,01,897
19,08,02,880
19,08,03,868
19,08,04,842
19,08,05,808
19,08,06,782
19,08,07,778
19,08,08,818
19,08,09,795
19,08,10,798
19,08,11,802
19,08,12,709
19,08,13,762
19,08,14,792
19,08,15,811
19,08,16,774
19,08,17,811
19,08,18,759
19,08,19,787
19,08,20,728
19,08,21,721
19,08,22,754
19,08,23,779
19,08,24,818
19,08,25,765
19,08,26,726
19,08,27,731
19,08,28,750
19,08,29,772
19,08,30,763
19,08,31,774
19,09,01,876
19,09,02,776
19,09,03,675
19,09,04,683
19,09,05,647
19,09,06,771
19,09,07,734
19,09,08,720
19,09,09,775
19,09,10,722
19,09,11,748
19,09,12,785
19,09,13,817
19,09,14,763
19,09,15,781
19,09,16,807
19,09,17,776
19,09,18,754
19,09,19,786
19,09,20,813
19,09,21,757
19,09,22,657
19,09,23,766
19,09,24,753
19,09,25,711
19,09,26,710
19,09,27,667
19,09,28,699
19,09,29,712
19,09,30,752
19,10,01,870
19,10,02,727
19,10,03,727
19,10,04,714
19,10,05,722
19,10,06,671
19,10,07,745
19,10,08,711
19,10,09,730
19,10,10,645
19,10,11,728
19,10,12,729
19,10,13,696
19,10,14,684
19,10,15,739
19,10,16,739
19,10,17,675
19,10,18,703
19,10,19,714
19,10,20,721
19,10,21,711
19,10,22,660
19,10,23,699
19,10,24,714
19,10,25,749
19,10,26,558
19,10,27,701
19,10,28,658
19,10,29,634
19,10,30,577
19,10,31,587
19,11,01,835
19,11,02,663
19,11,03,717
19,11,04,670
19,11,05,634
19,11,06,661
19,11,07,661
19,11,08,680
19,11,09,709
19,11,10,651
19,11,11,494
19,11,12,543
19,11,13,577
19,11,14,579
19,11,15,753
19,11,16,662
19,11,17,701
19,11,18,683
19,11,19,680
19,11,20,728
19,11,21,662
19,11,22,725
19,11,23,702
19,11,24,697
19,11,25,689
19,11,26,678
19,11,27,637
19,11,28,505
19,11,29,647
19,11,30,663
19,12,01,713
19,12,02,708
19,12,03,689
19,12,04,745
19,12,05,699
19,12,06,735
19,12,07,701
19,12,08,669
19,12,09,705
19,12,10,675
19,12,11,603
19,12,12,655
19,12,13,730
19,12,14,680
19,12,15,655
19,12,16,623
19,12,17,668
19,12,18,652
19,12,19,685
19,12,20,719
19,12,21,743
19,12,22,679
19,12,23,687
19,12,24,621
19,12,25,511
19,12,26,608
19,12,27,691
19,12,28,638
19,12,29,690
19,12,30,615
19,12,31,545
20,01,01,856
20,01,02,633
20,01,03,692
20,01,04,633
20,01,05,621
20,01,06,691
20,01,07,625
20,01,08,644
20,01,09,629
20,01,10,621
20,01,11,559
20,01,12,574
20,01,13,648
20,01,14,660
20,01,15,650
20,01,16,672
20,01,17,581
20,01,18,561
20,01,19,501
20,01,20,617
20,01,21,583
20,01,22,628
20,01,23,590
20,01,24,657
20,01,25,662
20,01,26,605
20,01,27,695
20,01,28,678
20,01,29,617
20,01,30,615
20,01,31,705
20,02,01,787
20,02,02,661
20,02,03,741
20,02,04,647
20,02,05,631
20,02,06,553
20,02,07,692
20,02,08,624
20,02,09,561
20,02,10,630
20,02,11,635
20,02,12,627
20,02,13,544
20,02,14,583
20,02,15,591
20,02,16,618
20,02,17,598
20,02,18,660
20,02,19,580
20,02,20,598
20,02,21,654
20,02,22,682
20,02,23,658
20,02,24,593
20,02,25,514
20,02,26,596
20,02,27,565
20,02,28,654
20,02,29,587
20,03,01,705
20,03,02,594
20,03,03,628
20,03,04,620
20,03,05,584
20,03,06,703
20,03,07,584
20,03,08,635
20,03,09,568
20,03,10,561
20,03,11,585
20,03,12,625
20,03,13,669
20,03,14,615
20,03,15,582
20,03,16,524
20,03,17,573
20,03,18,524
20,03,19,471
20,03,20,488
20,03,21,439
20,03,22,376
20,03,23,393
20,03,24,422
20,03,25,437
20,03,26,420
20,03,27,421
20,03,28,468
20,03,29,497
20,03,30,444
20,03,31,387
20,04,01,501
20,04,02,376
20,04,03,506
20,04,04,440
20,04,05,405
20,04,06,449
20,04,07,455
20,04,08,442
20,04,09,422
20,04,10,422
20,04,11,445
20,04,12,382
20,04,13,394
20,04,14,362
20,04,15,404
20,04,16,403
20,04,17,424
20,04,18,455
20,04,19,340
20,04,20,492
20,04,21,417
20,04,22,426
20,04,23,439
20,04,24,435
20,04,25,397
20,04,26,422
20,04,27,396
20,04,28,462
20,04,29,421
20,04,30,425
20,05,01,541
20,05,02,489
20,05,03,486
20,05,04,437
20,05,05,429
20,05,06,457
20,05,07,417
20,05,08,442
20,05,09,460
20,05,10,472
20,05,11,448
20,05,12,449
20,05,13,516
20,05,14,463
20,05,15,548
20,05,16,576
20,05,17,439
20,05,18,498
20,05,19,469
20,05,20,533
20,05,21,491
20,05,22,530
20,05,23,550
20,05,24,567
20,05,25,639
20,05,26,576
20,05,27,570
20,05,28,547
20,05,29,577
20,05,30,920
20,05,31,1895
20,06,01,867
20,06,02,676
20,06,03,623
20,06,04,528
20,06,05,539
20,06,06,525
20,06,07,552
20,06,08,524
20,06,09,493
20,06,10,496
20,06,11,549
20,06,12,603
20,06,13,501
